appid,name,developer,publisher,genres,tags,genre_count,tag_count,price,initial_price,discount,is_free,positive,negative,total_reviews,review_score_pct,target,owners,owners_min,owners_max,owners_midpoint,average_forever,median_forever,average_2weeks,ccu
287290,Resident Evil Revelations 2,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","Action, Adventure",Zombies;Horror;Multiplayer;Survival Horror;Action;Co-op;Adventure;Third-Person Shooter;Survival;Female Protagonist;Singleplayer;Local Co-Op;Third Person;Gore;Episodic;Atmospheric;Online Co-Op;Story Rich;Shooter;Action RPG,2,20,4.99,19.99,75.0,0,22413,6276,28689,0.7812,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,141
1225330,NBA 2K21,Visual Concepts,2K,"Simulation, Sports",Basketball;Sports;Simulation;Character Customization;Realistic;Multiplayer;Action;Third Person;Team-Based;3D;Singleplayer;Local Co-Op;Online Co-Op;Local Multiplayer;Co-op;Competitive;4 Player Local;e-sports;Management;Immersive Sim,2,20,0.0,0.0,0.0,1,16233,22823,39056,0.4156,0,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,148
4920,Natural Selection 2,Unknown Worlds Entertainment,"Unknown Worlds Entertainment, KRAFTON, Inc.","Action, Indie, Strategy",Multiplayer;Strategy;FPS;Team-Based;Action;Sci-fi;RTS;Aliens;Indie;Competitive;Shooter;Co-op;Tactical;Moddable;First-Person;Space;Futuristic;Atmospheric;Online Co-Op;Adventure,3,20,4.99,4.99,0.0,0,11207,1932,13139,0.853,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,95
19900,Far Cry 2,Ubisoft Montreal,Ubisoft,Action,Open World;FPS;Action;Shooter;Singleplayer;First-Person;Multiplayer;Adventure;Realistic;Sandbox;Atmospheric;Stealth;Survival;Exploration;Story Rich;Level Editor;Immersive Sim;Controller;Great Soundtrack;Co-op,1,20,9.99,9.99,0.0,0,12895,3942,16837,0.7659,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,77
979690,The Ascent,Neon Giant,"KRAFTON, Inc.","Action, Adventure, Indie, RPG",Top-Down Shooter;Cyberpunk;RPG;Action;Co-op;Shooter;Open World;Indie;Adventure;Isometric;Twin Stick Shooter;Action RPG;Violent;Dystopian;Gore;Futuristic;Character Customization;Local Co-Op;Split Screen;PvE,4,20,29.99,29.99,0.0,0,16932,5952,22884,0.7399,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,211
130,Half-Life: Blue Shift,Gearbox Software,Valve,Action,FPS;Action;Sci-fi;Singleplayer;Shooter;Aliens;Classic;First-Person;Zombies;Adventure;1990's;Short;Atmospheric;Silent Protagonist;Story Rich;Puzzle;Moddable;Retro;Great Soundtrack;Violent,1,20,4.99,4.99,0.0,0,17384,1410,18794,0.925,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,35
809960,Radical Heights,Boss Key Productions,Boss Key Productions,"Action, Adventure, Free To Play, Indie, Massively Multiplayer, Early Access",Battle Royale;Free to Play;Action;Massively Multiplayer;Multiplayer;Survival;Early Access;Adventure;Indie;Third-Person Shooter;Shooter;Open World;1980s;PvP;Character Customization;FPS;Memes;Co-op;Anime;BMX,6,20,0.0,0.0,0.0,1,6072,3727,9799,0.6197,0,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,0
47790,Medal of Honor,Electronic Arts,Electronic Arts,Action,FPS;Action;Shooter;Singleplayer;Multiplayer;Military;First-Person;War;Modern;Realistic;Co-op;Controller;America;Stealth;Linear;Mature;Story Rich;Open World;Atmospheric;VR,1,20,19.99,19.99,0.0,0,7621,2438,10059,0.7576,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,24
253980,Enclave,Starbreeze,Topware Interactive,"Action, RPG",RPG;Action;Fantasy;Third Person;Hack and Slash;Singleplayer;Adventure;Classic;Action RPG;Magic;Female Protagonist;Atmospheric;Multiplayer;First-Person;Great Soundtrack;Nudity;Open World;Dark Fantasy;Action-Adventure;Medieval,2,20,4.99,9.99,50.0,0,5068,1312,6380,0.7944,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,63
292730,Call of Duty: Infinite Warfare,Infinity Ward,Activision,"Action, Adventure",Action;FPS;Multiplayer;Zombies;Futuristic;Space;Shooter;Hero Shooter;First-Person;Singleplayer;Sci-fi;Robots;Adventure;Story Rich;Atmospheric;Quick-Time Events;War;Great Soundtrack;Co-op;Post-apocalyptic,2,20,14.99,59.99,75.0,0,16982,11396,28378,0.5984,0,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,326
774361,Blasphemous,The Game Kitchen,Team17,"Action, Adventure, Indie",Metroidvania;Pixel Graphics;Souls-like;Dark Fantasy;Gore;2D;Violent;Action;Indie;Difficult;Platformer;Singleplayer;Blood;Adventure;Gothic;Horror;Lore-Rich;Great Soundtrack;Side Scroller;Nudity,3,20,6.24,24.99,75.0,0,46393,5091,51484,0.9011,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,479
34270,SEGA Mega Drive and Genesis Classics,D3T Limited,SEGA,"Action, Adventure, Casual, RPG",Classic;Action;Adventure;RPG;Retro;Casual;1990's;2D;Arcade;Pixel Graphics;Platformer;Old School;Singleplayer;Beat 'em up;Multiplayer;Great Soundtrack;Co-op;Local Multiplayer;Moddable;VR,4,20,0.0,0.0,0.0,1,9533,2269,11802,0.8077,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,22
251060,Wargame: Red Dragon,Eugen Systems,Eugen Systems,"Indie, Simulation, Strategy",Strategy;RTS;Military;Realistic;Wargame;Cold War;Tactical;Multiplayer;Real Time Tactics;War;Simulation;Naval;Alternate History;Singleplayer;Real-Time;Action;Co-op;Difficult;Epic;Adventure,3,20,29.99,29.99,0.0,0,17036,2147,19183,0.8881,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,434
4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,GSC Game World,GSC Game World,"Action, RPG",Atmospheric;Post-apocalyptic;Open World;FPS;Survival;Action;Survival Horror;Shooter;RPG;Horror;First-Person;Singleplayer;Classic;Based On A Novel;Moddable;Adventure;Immersive;Sci-fi;Inventory Management;Difficult,2,20,19.99,19.99,0.0,0,44761,2530,47291,0.9465,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,185
32470,STAR WARS Empire at War - Gold Pack,Petroglyph,"LucasArts, Lucasfilm, Disney",Strategy,Strategy;RTS;Space;Sci-fi;Multiplayer;Singleplayer;Moddable;Mod;Tactical;War;Action;Classic;Grand Strategy;Great Soundtrack;Simulation;Co-op;4X;Adventure;Atmospheric;Epic,1,20,19.99,19.99,0.0,0,38503,932,39435,0.9764,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,2818
837470,Untitled Goose Game,House House,Panic,"Action, Indie",Funny;Villain Protagonist;Multiplayer;Co-op;Cute;Comedy;Indie;Puzzle;Stealth;Singleplayer;Family Friendly;Local Co-Op;Colorful;Sandbox;Local Multiplayer;Physics;Third Person;Adventure;Action;Simulation,2,20,19.99,19.99,0.0,0,21184,920,22104,0.9584,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,100
834910,ATLAS,"Grapeshot Games, Instinct Games","Grapeshot Games, Snail Games USA","Action, Adventure, Massively Multiplayer, RPG, Early Access",Survival;Open World;Pirates;Sailing;Adventure;Massively Multiplayer;Crafting;Naval Combat;Early Access;Online Co-Op;Multiplayer;RPG;MMORPG;Exploration;Sandbox;Base-Building;Action;PvP;Co-op;PvE,5,20,29.99,29.99,0.0,0,20142,22392,42534,0.4736,0,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,468
454650,DRAGON BALL XENOVERSE 2,"QLOC, Dimps Corporation",Bandai Namco Entertainment,"Action, Adventure, Casual, Massively Multiplayer",Anime;Fighting;Character Customization;Action;Multiplayer;Adventure;Massively Multiplayer;Co-op;RPG;Online Co-Op;Singleplayer;Open World;Third Person;Story Rich;MMORPG;Beat 'em up;Moddable;Great Soundtrack;Casual;Dragons,4,20,4.99,19.99,75.0,0,47781,5102,52883,0.9035,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,652
1284410,GWENT: The Witcher Card Game,CD PROJEKT RED,CD PROJEKT RED,"RPG, Strategy, Free To Play",Free to Play;Strategy;Card Game;RPG;Multiplayer;Deckbuilding;Trading Card Game;PvP;Fantasy;Singleplayer;Nudity;Turn-Based;Sexual Content;Great Soundtrack;Card Battler;Difficult;Casual;Board Game;Atmospheric;Mature,3,20,0.0,0.0,0.0,1,24044,5320,29364,0.8188,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,619
1238820,Battlefield 3,DICE,Electronic Arts,Action,Action;Multiplayer;Shooter;Singleplayer;FPS;First-Person;Team-Based;PvP;Tactical;Destruction;Atmospheric;War;Military;Violent;Co-op;Story Rich;Controller;Online Co-Op;Co-op Campaign;Open World,1,20,39.99,39.99,0.0,0,10748,4612,15360,0.6997,0,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,90
323470,DRAGON BALL XENOVERSE,DIMPS,BANDAI NAMCO Entertainment,Action,Anime;Fighting;Action;Character Customization;Multiplayer;Co-op;Adventure;Singleplayer;RPG;Online Co-Op;Third Person;Fantasy;Dragons;Beat 'em up;Controller;Open World;Action RPG;Funny;Fast-Paced;Local Co-Op,1,20,6.49,64.98,90.0,0,18775,2127,20902,0.8982,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,63
1089980,The Henry Stickmin Collection,PuffballsUnited,Innersloth,"Adventure, Casual, Indie",Funny;Multiple Endings;Choose Your Own Adventure;Memes;Comedy;Singleplayer;Choices Matter;Classic;Point & Click;2D;Epic;Hand-drawn;Adventure;Indie;Family Friendly;Action;Interactive Fiction;Casual;Parody;Old School,3,20,14.99,14.99,0.0,0,50017,681,50698,0.9866,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,185
1147560,Skul: The Hero Slayer,SOUTHPAW GAMES,NEOWIZ,"Action, Indie",Indie;Action;Action Roguelike;Pixel Graphics;2D;Rogue-like;Rogue-lite;Singleplayer;Platformer;Metroidvania;Difficult;Side Scroller;Hack and Slash;Adventure;Villain Protagonist;Action-Adventure;Fantasy;Story Rich;Multiplayer;Cute,2,20,19.99,19.99,0.0,0,51218,3683,54901,0.9329,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,1205
214560,Mark of the Ninja,Klei Entertainment,Microsoft Studios,"Action, Adventure, Indie",Stealth;Platformer;Ninja;Indie;2D;Action;Singleplayer;Side Scroller;Adventure;Assassin;Atmospheric;Controller;Replay Value;Cartoon;Puzzle;Dark;Short;Story Rich;Strategy;Casual,3,20,4.99,4.99,0.0,0,15360,476,15836,0.9699,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,2
225080,Brothers - A Tale of Two Sons,Starbreeze Studios AB,505 Games,"Action, Adventure, Indie",Adventure;Atmospheric;Story Rich;Controller;Indie;Emotional;Puzzle;Short;Fantasy;Singleplayer;Beautiful;Great Soundtrack;Local Co-Op;Multiplayer;Action;Platformer;Third Person;Casual;Walking Simulator;3D Vision,3,20,14.99,14.99,0.0,0,38721,2274,40995,0.9445,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,9
237930,Transistor,Supergiant Games,Supergiant Games,"Action, Indie, RPG",Great Soundtrack;Female Protagonist;Indie;Cyberpunk;Story Rich;Sci-fi;Action RPG;Singleplayer;RPG;Beautiful;Isometric;Atmospheric;Action;Narration;Strategy;Tactical;Adventure;Turn-Based;Short;Hack and Slash,3,20,19.99,19.99,0.0,0,28786,1806,30592,0.941,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,10
96100,Defy Gravity Extended,Paul Fisch,Fish Factory Games,"Action, Casual, Indie",Puzzle-Platformer;Platformer;Indie;Puzzle;Space;2D;Action;Singleplayer;Difficult;Casual;Sci-fi;Great Soundtrack;Female Protagonist;Physics;Retro;Arcade;Shooter;Funny;Multiplayer;Third Person,3,20,1.99,1.99,0.0,0,7365,1187,8552,0.8612,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,0
113200,The Binding of Isaac,"Edmund McMillen, Florian Himsl",Edmund McMillen,"Action, Adventure, Indie, RPG",Action Roguelike;Rogue-like;Indie;Replay Value;Difficult;Procedural Generation;Dark;Action;Top-Down;Great Soundtrack;Addictive;Singleplayer;Adventure;Rogue-lite;2D;Dungeon Crawler;Survival;RPG;Perma Death;Bullet Hell,4,20,4.99,4.99,0.0,0,57299,3080,60379,0.949,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,213
2310,Quake,"id Software, Nightdive Studios, MachineGames",Bethesda Softworks,Action,FPS;Classic;Action;Shooter;1990's;Multiplayer;Singleplayer;First-Person;Old School;Gore;Retro;Horror;Great Soundtrack;Fast-Paced;Atmospheric;Boomer Shooter;Moddable;Sci-fi;Arena Shooter;Co-op,1,20,9.99,9.99,0.0,0,13926,474,14400,0.9671,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,82
599140,Graveyard Keeper,Lazy Bear Games,tinyBuild,"Adventure, Indie, RPG, Simulation",Pixel Graphics;Crafting;RPG;Simulation;Sandbox;Management;Indie;Singleplayer;Medieval;Building;Adventure;Dark Humor;Agriculture;2D;Fantasy;Story Rich;Dark;Mystery;Gore;Violent,4,20,19.99,19.99,0.0,0,37721,5926,43647,0.8642,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,941
1840,Source Filmmaker,Valve,Valve,"Animation & Modeling, Video Production",Animation & Modeling;Free to Play;Video Production;Software;Movie;Difficult;Sandbox;Funny;Comedy;Singleplayer;Moddable;Character Customization;Memes;Survival Horror;Games Workshop;3D;Anime;Great Soundtrack;Souls-like;Family Friendly,2,20,0.0,0.0,0.0,1,37791,2868,40659,0.9295,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,1047
65980,Sid Meier's Civilization: Beyond Earth,"Firaxis Games, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)",Strategy,Strategy;Turn-Based Strategy;Sci-fi;Space;4X;Turn-Based;Multiplayer;Futuristic;Singleplayer;Aliens;Hex Grid;Tactical;Grand Strategy;Replay Value;Exploration;Atmospheric;Moddable;Adventure;Simulation;Action,1,20,9.99,39.99,75.0,0,13604,8974,22578,0.6025,0,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,268
373420,Divinity: Original Sin - Enhanced Edition,Larian Studios,Larian Studios,"Adventure, Indie, RPG, Strategy",RPG;Turn-Based;Co-op;Adventure;Fantasy;Party-Based RPG;Strategy;Turn-Based Combat;Story Rich;Character Customization;CRPG;Open World;Local Co-Op;Singleplayer;Isometric;Multiplayer;Indie;Turn-Based Strategy;Great Soundtrack;Split Screen,4,20,39.99,39.99,0.0,0,26069,2997,29066,0.8969,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,387
1621690,Core Keeper,Pugstorm,"Fireshine Games, bilibili","Action, Adventure, Indie, RPG, Simulation",Pixel Graphics;Open World Survival Craft;Online Co-Op;Sandbox;Survival;Adventure;Crafting;Exploration;2D;Building;Mining;Dungeon Crawler;Procedural Generation;Farming Sim;Relaxing;Cooking;Simulation;Atmospheric;Mystery;Casual,5,20,19.99,19.99,0.0,0,51042,3937,54979,0.9284,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,3688
1089090,ONE PIECE: PIRATE WARRIORS 4,Koei Tecmo,BANDAI NAMCO Entertainment,Action,Anime;Hack and Slash;Beat 'em up;Pirates;Fighting;Split Screen;Action;PvP;Arcade;Multiplayer;Musou;Co-op;Adventure;RPG;Local Co-Op;Online Co-Op;Comedy;Singleplayer;Open World;Controller,1,20,7.99,39.99,80.0,0,18314,1666,19980,0.9166,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,191
942970,Unheard - Voices of Crime,NEXT Studios,"NEXT Studios, 505 Games","Indie, RPG, Simulation",Detective;Puzzle;Mystery;Indie;RPG;Simulation;Story Rich;Horror;Singleplayer;Atmospheric;Investigation;Point & Click;2D;Top-Down;Crime;Short,3,16,6.99,6.99,0.0,0,30125,1184,31309,0.9622,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,68
41500,Torchlight,Runic Games,XD,RPG,RPG;Action RPG;Hack and Slash;Dungeon Crawler;Fantasy;Singleplayer;Loot;Indie;Moddable;Action;Adventure;Isometric;Magic;Cartoon;Exploration;Top-Down;Female Protagonist;Steampunk;Great Soundtrack;Multiplayer,1,20,14.99,14.99,0.0,0,6319,637,6956,0.9084,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,40
17080,Tribes: Ascend,Hi-Rez Studios,Hi-Rez Studios,"Action, Free To Play",Free to Play;FPS;Multiplayer;Action;Shooter;Fast-Paced;Sci-fi;Futuristic;First-Person;Co-op;Massively Multiplayer;Open World;Competitive;Team-Based;Online Co-Op;Difficult;Robots;Adventure;Singleplayer;RPG,2,20,0.0,0.0,0.0,1,6946,1639,8585,0.8091,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,0
1778820,TEKKEN 8,Bandai Namco Studios Inc.,Bandai Namco Entertainment,Action,Fighting;3D Fighter;Action;Multiplayer;Local Multiplayer;e-sports;PvP;Arcade;Singleplayer;Competitive;Character Customization;Martial Arts;Casual;Great Soundtrack;Anime;Difficult;Controller;Gambling;Sexual Content;Story Rich,1,20,39.99,39.99,0.0,0,33020,28048,61068,0.5407,0,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,4409
1522820,Orcs Must Die! 3,Robot Entertainment,Robot Entertainment,"Action, Adventure, Indie, Strategy",Tower Defense;Co-op;Strategy;Third-Person Shooter;PvE;Action;Multiplayer;Third Person;Online Co-Op;3D;Funny;Fantasy;Co-op Campaign;Adventure;Combat;Physics;Singleplayer;Stylized;Comedy;Cartoony,4,20,29.99,29.99,0.0,0,12067,2016,14083,0.8568,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,161
4570,"Warhammer 40,000: Dawn of War - Anniversary Edition (Classic)",Relic Entertainment,Relic Entertainment,Strategy,Strategy;RTS;Warhammer 40K;Base-Building;Sci-fi;Multiplayer;Real-Time;Games Workshop;Tactical;Singleplayer;War;Classic;Action;Gore;Epic;Great Soundtrack;Fantasy;Story Rich;Futuristic;Violent,1,20,14.99,14.99,0.0,0,10634,572,11206,0.949,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,76
2322560,Love Is All Around,intiny,intiny,"Adventure, Indie, RPG, Simulation, Strategy",Dating Sim;Sexual Content;Singleplayer;FMV;Visual Novel;Romance;First-Person;Multiple Endings;Choices Matter;Interactive Fiction;Story Rich;Immersive Sim;RPG;Choose Your Own Adventure;Emotional;Drama;Female Protagonist;Relaxing;Simulation;Multiplayer,5,20,9.99,9.99,0.0,0,42490,2924,45414,0.9356,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,71
2344520,Diablo IV,"Blizzard Entertainment, Inc.","Blizzard Entertainment, Inc.","Action, Adventure, Casual, Massively Multiplayer, RPG",Action RPG;Hack and Slash;Loot;Isometric;RPG;Online Co-Op;Singleplayer;Co-op;Dungeon Crawler;Multiplayer;Action;Third Person;PvE;Fantasy;Dark Fantasy;Story Rich;Gore;Exploration;Violent;MMORPG,5,20,49.99,49.99,0.0,0,32969,17333,50302,0.6554,0,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,8835
10680,Aliens vs. Predator,Rebellion,SEGA,Action,Action;FPS;Aliens;Multiplayer;Sci-fi;Horror;Shooter;Singleplayer;Gore;First-Person;Stealth;Atmospheric;Survival;Co-op;Blood;Hunting;Survival Horror;Adventure;Online Co-Op;Strategy,1,20,14.99,14.99,0.0,0,18175,1778,19953,0.9109,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,49
216150,MapleStory,NEXON Korea Corporation,Nexon America Inc.,"Action, Adventure, Casual, Massively Multiplayer, RPG, Free To Play",MMORPG;2D Platformer;Character Customization;Loot;Free to Play;Side Scroller;PvE;Multiplayer;Multiple Endings;Co-op;Cute;Anime;Platformer;PvP;Third Person;Massively Multiplayer;Story Rich;RPG;2D;Casual,6,20,0.0,0.0,0.0,1,8882,5305,14187,0.6261,0,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,8092
378540,The Surge,Deck13,Focus Entertainment,"Action, RPG",Souls-like;Action;RPG;Sci-fi;Third Person;Difficult;Singleplayer;Mechs;Hack and Slash;Violent;Robots;Open World;Exploration;Cyberpunk;Action RPG;Gore;Adventure;Horror;Futuristic;Story Rich,2,20,1.94,14.99,87.0,0,8236,2715,10951,0.7521,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,92
527430,"Warhammer 40,000: Inquisitor - Martyr",NeocoreGames,NeocoreGames,"Action, Adventure, Indie, RPG",Warhammer 40K;Action RPG;RPG;Hack and Slash;Action;Loot;Dark;Co-op;Adventure;Games Workshop;Space;Indie;Isometric;Violent;Online Co-Op;Sci-fi;Multiplayer;Singleplayer;War;Inventory Management,4,20,49.99,49.99,0.0,0,16053,5097,21150,0.759,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,208
753640,Outer Wilds,Mobius Digital,Annapurna Interactive,"Action, Adventure",Exploration;Space;Mystery;Story Rich;Adventure;Great Soundtrack;Atmospheric;Puzzle;Open World;Singleplayer;Indie;Sci-fi;Horror;First-Person;Beautiful;Psychological Horror;Epic;3D;Simulation;Action,2,20,24.99,24.99,0.0,0,80833,3655,84488,0.9567,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,928
583950,Artifact,Valve,Valve,Strategy,Card Battler;Deckbuilding;Card Game;Trading Card Game;Strategy;Multiplayer;e-sports;Tactical;Competitive;Turn-Based Strategy;Difficult;Fantasy;Singleplayer;Casual;Turn-Based;Atmospheric;Great Soundtrack;Magic;Funny;Violent,1,20,0.0,0.0,0.0,1,11614,13144,24758,0.4691,0,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,33
206480,Dungeons & Dragons Online,Standing Stone Games,Daybreak Game Company LLC,"Action, Adventure, Massively Multiplayer, RPG, Free To Play",Free to Play;RPG;MMORPG;Dungeons & Dragons;Massively Multiplayer;Fantasy;Adventure;Multiplayer;Action;Dragons;Open World;Magic;Character Customization;Co-op;Dungeon Crawler;Third Person;Dwarf;Online Co-Op;Puzzle;Sandbox,5,20,0.0,0.0,0.0,1,5140,2090,7230,0.7109,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,260
921630,音灵 INVAXION,Nanjing AQUATRAX,bilibili,"Casual, Indie, Racing",Music;Rhythm;Casual;Indie;Anime;Racing,3,6,0.0,0.0,0.0,1,3303,2911,6214,0.5315,0,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,0
215080,WAKFU,Ankama Studio,Ankama Games,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Strategy, Free To Play",Free to Play;Massively Multiplayer;Turn-Based Strategy;MMORPG;RPG;Open World;Turn-Based;Strategy;Adventure;Anime;Tactical;Multiplayer;Fantasy;Isometric;2D;Tactical RPG;Turn-Based Combat;Action;Sandbox;Co-op,8,20,0.0,0.0,0.0,1,7744,2492,10236,0.7565,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,257
65790,Arma: Cold War Assault Remastered,"Bohemia Interactive, Josef Šimánek (retro)",Bohemia Interactive,"Action, Simulation, Strategy",Simulation;Action;Military;Strategy;FPS;Cold War;Classic;Open World;Tactical;Multiplayer;War;Shooter;Realistic;First-Person;Singleplayer;Sandbox;Moddable;Team-Based;Third Person;Gore,3,20,9.99,9.99,0.0,0,4857,1236,6093,0.7971,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,10
332070,School of Dragons,"JumpStart Games, Inc.","JumpStart Games, Inc.","Adventure, Free To Play, Massively Multiplayer, RPG",Free to Play;Dragons;Adventure;Multiplayer;Massively Multiplayer;RPG;Open World;MMORPG;Family Friendly;Fantasy;Action;Online Co-Op;Singleplayer;Simulation;Co-op;Survival;Funny;PvP;First-Person;Atmospheric,4,20,0.0,0.0,0.0,1,3435,2127,5562,0.6176,0,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,1
311340,METAL GEAR SOLID V: GROUND ZEROES,KONAMI,KONAMI,"Action, Adventure",Stealth;Action;Tactical;Short;Singleplayer;Third Person;Story Rich;Cinematic;Open World;Replay Value;Atmospheric;Great Soundtrack;Adventure;Third-Person Shooter;Shooter;Sandbox;Classic;Cold War;Dark;Multiplayer,2,20,17.99,29.99,40.0,0,14283,2673,16956,0.8424,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,47
535930,Two Point Hospital,Two Point Studios,SEGA,"Indie, Simulation",Simulation;Management;Medical Sim;Building;Funny;Singleplayer;Strategy;Sandbox;Indie;Comedy;Casual;City Builder;Cartoony;Replay Value;Isometric;Multiplayer;Family Friendly;Retro;Classic;Tactical,2,20,29.99,29.99,0.0,0,30563,2711,33274,0.9185,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,518
414700,Outlast 2,Red Barrels,Red Barrels,"Action, Adventure, Indie",Horror;Psychological Horror;Survival Horror;First-Person;Gore;Singleplayer;Dark;Atmospheric;Violent;Mature;Survival;Action;Nudity;Sexual Content;Adventure;Story Rich;Multiplayer;Parkour;Indie;FPS,3,20,19.99,19.99,0.0,0,50676,4824,55500,0.9131,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,119
270150,RUNNING WITH RIFLES,Osumia Games,Osumia Games,"Action, Indie",Top-Down Shooter;Action;Tactical;Military;Artificial Intelligence;Open World;Sandbox;Wargame;Top-Down;Moddable;Multiplayer;Singleplayer;Loot;PvE;Co-op;Online Co-Op;Shooter;Co-op Campaign;RPG;Isometric,2,20,14.99,14.99,0.0,0,14195,1932,16127,0.8802,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,165
292910,Deponia: The Complete Journey,Daedalic Entertainment,Daedalic Entertainment,Adventure,Adventure;Point & Click;Comedy;Puzzle;Singleplayer;Funny;2D;Story Rich;Great Soundtrack;Classic;Cult Classic;Steampunk;Retro;Sci-fi;Indie;Hand-drawn;Cartoon;Dystopian;Escape Room;Sexual Content,1,20,29.99,29.99,0.0,0,5613,931,6544,0.8577,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,31
447020,Farming Simulator 17,GIANTS Software,GIANTS Software,Simulation,Farming Sim;Simulation;Automobile Sim;Multiplayer;Agriculture;Open World;Realistic;Economy;Driving;Moddable;Singleplayer;Management;First-Person;Co-op;Online Co-Op;Family Friendly;Third Person;Sandbox;Strategy;Great Soundtrack,1,20,14.99,14.99,0.0,0,23379,1630,25009,0.9348,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,221
1282730,Loop Hero,Four Quarters,Devolver Digital,"Indie, RPG, Strategy",Tactical;Rogue-like;Pixel Graphics;Deckbuilding;Rogue-lite;Choices Matter;Indie;Resource Management;Card Game;Strategy RPG;2D;Dark Fantasy;Old School;Story Rich;Fantasy;Time Management;RPG;Turn-Based Tactics;Minimalist;Adventure,3,20,14.99,14.99,0.0,0,32214,2445,34659,0.9295,1,"1,000,000 .. 2,000,000",1000000,2000000,1500000,0,0,0,348
